unit_id,manufacturer,tag,官网仪器详情页,仪器名称,仪器参数,仪器照片url,仪器详情,抓取状态
537,Rigol,示波器,https://www.rigolna.com/products/digital-oscilloscopes/1000z/,Rigol DS1074Z 数字示波器,带宽: 70 MHz;通道数: 4模拟通道(可扩展16数字通道);采样率: 1 GSa/s;存储深度: 12M点(可选24M);波形捕获率: 30000 wfms/s;显示: 7英寸LCD,https://www.rigolna.com/images/products/DS1000Z.jpg,Rigol DS1074Z是一款4通道70 MHz数字示波器，采用RIGOL UltraVision技术实现深存储、高捕获率和多级亮度分级显示。采样率1 GSa/s，标配12M点存储深度，可选升级至24M点。支持最多60000帧硬件实时波形录制回放，具备窗口触发、N沿触发、延迟触发等高级触发功能。可选RS232/I2C/SPI协议解码，支持混合信号升级至16路数字通道，是入门级示波器中性价比极高的选择。,ok
538,Rohde & Schwarz,矢量网络分析仪,https://www.rohde-schwarz.com/us/products/test-and-measurement/vnas/rs-znb-vector-network-analyzer_63493-11648.html,Rohde & Schwarz ZNB8 矢量网络分析仪,频率范围: 9 kHz - 8.5 GHz;端口数: 2/4;动态范围: 140 dB(可扩展至150 dB);测量速度: <5 μs/点;扫描时间: 4 ms/401点;输出功率: 最高+13 dBm;温度稳定性: <0.01 dB/°C,https://cdn.rohde-schwarz.com/pws/dl_downloads/dl_common_library/dl_brochures_and_datasheets/images/znb_front.jpg,Rohde & Schwarz ZNB8是高性能矢量网络分析仪，频率覆盖9 kHz至8.5 GHz，具备140 dB动态范围和低至0.004 dB RMS的迹线噪声。配备12.1英寸高分辨率触摸屏，测量速度优于5 μs/点，401点扫描时间仅4 ms。输出功率可在95 dB范围内电子调节，温度稳定性低于0.01 dB/°C。支持扩展至48端口(配合开关矩阵)，广泛应用于移动通信、电子产品、航空航天等领域的放大器、混频器、滤波器和电缆测试。,ok
539,Rohde & Schwarz,示波器,https://www.rohde-schwarz.com/us/products/test-and-measurement/oscilloscopes/rs-rte1000-oscilloscope_63493-54848.html,Rohde & Schwarz RTE1000 数字示波器,带宽: 200 MHz - 2 GHz;通道数: 2/4;采样率: 5 GSa/s每通道;存储深度: 200 MSa每通道;波形捕获率: >100万wfms/s;垂直分辨率: 最高16位;显示: 10.4英寸XGA触摸屏,https://cdn.rohde-schwarz.com/pws/dl_downloads/dl_common_library/dl_brochures_and_datasheets/images/rte1000_front.jpg,Rohde & Schwarz RTE1000是高性能数字示波器系列，带宽覆盖200 MHz至2 GHz，采样率5 GSa/s每通道，存储深度200 MSa每通道。具有超过100万wfms/s的波形捕获率、低至100 μV的固有噪声和小于1 ps的触发抖动。配备10.4英寸XGA触摸屏，标配QuickMeas、快速掩模测试、频谱分析、历史功能和77种自动测量。支持串行协议触发解码、功率分析和混合信号选件，提供16路数字通道扩展能力。（注：该产品已停产，后继型号为R&S MXO 5）,ok
540,Rohde & Schwarz,示波器,https://www.rohde-schwarz.com/us/product/rto1000-powerslave_63491-191808.html,Rohde & Schwarz RTO1000 数字示波器,带宽: 600 MHz - 4 GHz;通道数: 2/4;采样率: 10 GSa/s(RTO1044可达20 GSa/s);存储深度: 20-80 MSa;波形捕获率: >100万wfms/s;显示: 10.4英寸触摸屏,https://cdn.rohde-schwarz.com/pws/dl_downloads/dl_common_library/dl_brochures_and_datasheets/images/rto1000_front.jpg,Rohde & Schwarz RTO1000是高性能数字示波器系列，带宽从600 MHz到4 GHz，配备单核A/D转换器实现高动态范围。采样率最高10 GSa/s(RTO1044双通道模式20 GSa/s)，波形捕获率超过100万wfms/s。采用业界首创的实时数字触发系统，支持区域触发隔离信号。标配超过90种自动测量功能，可选高清模式实现16位分辨率。支持I2C/SPI/UART/CAN等协议分析和硬件掩模测试。（注：已停产，后继型号为R&S RTO6）,ok
541,Rohde & Schwarz,信号发生器,https://www.rohde-schwarz.com/us/products/test-and-measurement/analog-signal-generators/rs-sgs100a-sgma-rf-source_63493-9030.html,Rohde & Schwarz SGS100A SGMA射频信号源,频率范围: 1 MHz - 12.75 GHz;最大输出电平: +22 dBm典型;形态: 半宽1U机架;衰减器: 可选电子衰减器;接口: PCIe/以太网;质保: 3年,https://cdn.rohde-schwarz.com/pws/dl_downloads/dl_common_library/dl_brochures_and_datasheets/images/sgs100a_front.jpg,Rohde & Schwarz SGS100A是SGMA平台紧凑型射频信号源，频率覆盖1 MHz至12.75 GHz，可作为CW源或带I/Q调制器的矢量信号发生器使用。仅占1个机架单元高度和半个19英寸机架宽度，是市场上最小的全集成矢量信号发生器。输出电平典型+22 dBm，具有超低单边带相位噪声。内部架构和PCIe/以太网接口专为自动化测试系统的最高速度设计，四个射频通道可安装在传统一个通道的空间中。,ok
542,Signal Hound,频谱分析仪,https://signalhound.com/products/usb-sa124b/,Signal Hound USB-SA124B USB频谱分析仪,频率范围: 100 kHz - 12.4 GHz;动态范围: -151 dBm至+10 dBm;RBW: 0.1 Hz - 250 kHz(另有6 MHz模式);扫描速度: 140 MHz/s;I/Q带宽: 240 kHz;接口: USB 2.0;重量: 340g,https://signalhound.com/wp-content/uploads/2014/05/SA124B_1.jpg,Signal Hound USB-SA124B是一款基于软件定义无线电(SDR)技术的紧凑型12.4 GHz频谱分析仪，仅8英寸长、340克重。频率覆盖100 kHz至12.4 GHz，RBW从0.1 Hz到250 kHz可调，另有6 MHz RBW快速扫描模式。支持AM/FM/SSB/CW实时解调，通过双USB线缆供电无需外部电源。配合Windows端Spike应用软件操作，提供免费API用于自定义软件开发，可搭配USB-TG124A跟踪源升级为标量网络分析仪。,ok
543,Stanford Research Systems,信号发生器,https://www.thinksrs.com/products/sg380.html,Stanford Research Systems SG384 射频信号发生器,频率范围: DC - 4.05 GHz;频率分辨率: 1 μHz;相位噪声: -116 dBc/Hz@20kHz偏移(1GHz);N型输出: +16.5 dBm至-110 dBm;BNC输出: DC-62.5 MHz/+13 dBm;调制: AM/FM/PM/脉冲;接口: GPIB/RS-232/以太网,https://www.thinksrs.com/images/instr/sg380/SG382 ReflectR.jpg,Stanford Research Systems SG384是采用有理逼近频率合成(RAFS)技术的射频信号发生器，频率覆盖DC至4.05 GHz，频率分辨率达1 μHz。具有超低相位噪声性能(-116 dBc/Hz@20kHz偏移，1GHz参考)和优异的频谱纯度。N型输出端口覆盖950 MHz至4.05 GHz，BNC输出端口覆盖DC至62.5 MHz。支持AM/FM/PM和脉冲调制，标配OCXO时基，可选铷原子钟。提供GPIB、RS-232和以太网远程控制接口。,ok
544,Stanford Research Systems,电压前置放大器,https://www.thinksrs.com/products/sr560.html,Stanford Research Systems SR560 低噪声电压前置放大器,输入噪声: 4 nV/√Hz@1kHz;带宽: DC - 1 MHz;增益范围: 1-50000(1-2-5序列);输入阻抗: 100 MΩ+25pF;CMRR: 100 dB(DC-1kHz);最大输出: ±10V/50Ω;滤波器: 0.03 Hz - 1 MHz(6/12 dB/oct),https://www.thinksrs.com/images/instr/sr560/SR560 Wide.jpg,Stanford Research Systems SR560是高性能低噪声电压前置放大器，输入噪声低至4 nV/√Hz(1 kHz)，带宽DC至1 MHz。增益从1到50000可调(1-2-5序列)，支持差分和单端输入模式。内置两级可配置高通/低通滤波器，截止频率0.03 Hz至1 MHz。支持电池供电(NiCad电池，续航约15小时)以消除电源线频率干扰，也可使用交流电源。配备信号反相、消隐输入和游标增益微调功能，广泛用于锁相放大器前端、光学检测和低温测量。,ok
545,Stanford Research Systems,锁相放大器,https://www.thinksrs.com/products/sr865a.html,Stanford Research Systems SR865 DSP锁相放大器,频率范围: 1 mHz - 2 MHz;电压输入噪声: 2.5 nV/√Hz@1kHz;电流输入噪声: 130 fA/√Hz(1μA档);时间常数: 1 μs - 30 ks;动态储备: 120 dB;CMRR: 90 dB@1kHz;接口: GPIB/RS-232/USB/以太网,https://www.thinksrs.com/images/instr/sr865a/SR865A_Lt_Wide.jpg,Stanford Research Systems SR865是2 MHz DSP锁相放大器，采用JFET差分输入放大器实现2.5 nV/√Hz@1kHz的超低噪声。内置电流放大器提供1 μA和10 nA两档量程。支持内部/外部/差拍/斩波器四种参考模式，可检测至参考频率的第99次谐波。时间常数从1 μs到30 ks，提供传统RC滤波和高级数字滤波器。配备彩色触摸屏显示，支持FFT频谱分析，具有GPIB/RS-232/USB/以太网全面远程控制能力。（注：已升级为SR865A 4 MHz版本）,ok
546,Stanford Research Systems,锁相放大器,https://www.thinksrs.com/products/sr865a.html,Stanford Research Systems SR865A DSP锁相放大器,频率范围: 1 mHz - 4 MHz;电压输入噪声: 2.5 nV/√Hz@1kHz;电流输入噪声: 130 fA/√Hz(1μA档)/13 fA/√Hz(10nA档);时间常数: 1 μs - 30 ks;动态储备: 120 dB;正弦输出: 1 nV - 2V差分;接口: GPIB/RS-232/USB/以太网/HDMI,https://www.thinksrs.com/images/instr/sr865a/SR865A_Lt_Wide.jpg,Stanford Research Systems SR865A是4 MHz DSP锁相放大器，频率范围1 mHz至4 MHz，为SR865的升级版本。电压输入采用可切换单端/差分JFET放大器，噪声2.5 nV/√Hz@1kHz。差分正弦波输出范围1 nV至2 V，分辨率6位数。提供高级高斯FIR和线性相位IIR数字滤波器，比传统RC滤波器具有更快建立时间和更高阻带衰减。支持1 Mpoint内部数据捕获和最高1.25 MHz以太网实时数据流传输。具备BlazeX低延迟输出和内置Web服务器远程控制。,ok
547,Tektronix,任意波形发生器,https://www.tek.com/en/datasheet/awg5000-series,Tektronix AWG5014 任意波形发生器,采样率: 1.2 GSa/s;通道数: 4;垂直分辨率: 14位;波形存储: 16M点/通道(可选32M);输出幅度: 最大4.5 Vpp(单端50Ω);上升时间: 0.95 ns;SFDR: 80 dBc@1MHz;标记输出: 8路,https://www.tek.com/sites/default/files/media/image/A000_8000-L.jpg,Tektronix AWG5014是4通道任意波形发生器，采样率1.2 GSa/s，14位垂直分辨率，提供业界领先的采样率与分辨率组合。每通道16M点波形存储(可选32M)，输出幅度最大4.5 Vpp单端/9 Vpp差分。支持最多16000个波形、4000步序列编程，具备通道间偏移控制(±5 ns/50 ps分辨率)。配备10.4英寸触摸屏和集成PC，支持从多种Tektronix仪器和第三方软件导入波形数据。（注：该产品已停产）,ok
548,Tektronix,任意波形发生器,https://www.tek.com/en/arbitrary-waveform-generator/awg5200,Tektronix AWG5208 任意波形发生器,模拟通道: 8;采样率: 最高10 GSa/s(4 GHz);垂直分辨率: 16位;模拟带宽: 2 GHz;波形存储: 2 GSa/通道;数字标记: 32路;直流输出: 1.5 Vpp差分,https://www.tek.com/sites/default/files/media/image/awg5200-stacked-transparent.png,Tektronix AWG5208是AWG5200系列8通道高性能任意波形发生器，采样率最高10 GSa/s，16位垂直分辨率，模拟带宽2 GHz。每通道2 GSa波形存储，支持通过多台同步扩展至32+通道。内置数字上变频功能可移频中心频率，具有低噪底和优异的无杂散动态范围。支持实时序列编程和动态跳转，兼容SourceXpress软件和MATLAB脚本自动化，广泛应用于雷达/电子战仿真、量子计算研究和高速串行数据测试。,ok
549,Tektronix,任意波形发生器,https://www.tek.com/en/arbitrary-waveform-generator/awg70000a-series,Tektronix AWG70001A 任意波形发生器,采样率: 50 GSa/s;通道数: 1;垂直分辨率: 10位;模拟带宽: 14 GHz;波形存储: 最大32 GSa;输出幅度: 500 mVpp/50Ω;波形粒度: 1采样点,https://www.tek.com/sites/default/files/media/image/AWG70000A-Series.png,Tektronix AWG70001A是AWG70000A系列超高性能单通道任意波形发生器，采样率高达50 GSa/s，模拟带宽14 GHz，10位垂直分辨率。支持最大32 GSa波形存储和流式播放模式，波形粒度精确到单个采样点。采用交织技术实现最高采样率，内置序列器支持复杂信号生成。配合SourceXpress和RFXpress软件创建波形，支持多台同步实现多通道配置。广泛应用于5G/先进通信研究、雷达电子战信号仿真、量子计算和高速串行数据测试。,ok
650,Thorlabs,TST001,https://www.thorlabs.com/thorproduct.cfm?partnumber=TST001,T-Cube步进电机控制器,单通道步进电机控制器；T-Cube紧凑型设计；USB接口；支持双极步进电机；微步进功能；兼容APT和Kinesis软件；前面板控制和LED显示；尺寸约60×60×47mm,https://www.thorlabs.com/images/product/TST001.jpg,T-Cube步进电机控制器，用于驱动Thorlabs步进电机平移台、旋转台和执行器（如ZST系列、DRV系列）。提供精确定位和微步进控制，可通过USB连接计算机或独立使用。,ok
651,Thorlabs,TPZ001,https://www.thorlabs.com/thorproduct.cfm?partnumber=TPZ001,T-Cube压电控制器,输出电压范围：0-75V/0-100V/0-150V（软件可选）；单通道压电驱动器；开环和闭环操作模式；外部信号输入0-10V；USB接口；兼容APT和Kinesis软件；T-Cube紧凑型设计；需配合应变计读数器TSG001实现闭环定位,https://www.thorlabs.com/images/product/TPZ001.jpg,T-Cube压电控制器，用于驱动Thorlabs压电执行器和平台。支持开环直接电压控制和闭环位置反馈控制，软件可选电压限制保护压电执行器。,ok
652,Thorlabs,TSG001,https://www.thorlabs.com/thorproduct.cfm?partnumber=TSG001,T-Cube应变仪读数器,T-Cube应变仪读数器；用于压电执行器位置反馈；配合TPZ001实现闭环控制；USB接口；兼容APT和Kinesis软件；紧凑型T-Cube设计,https://www.thorlabs.com/images/product/TSG001.jpg,T-Cube应变仪读数器，读取配备应变计的压电执行器的位置反馈信号，与TPZ001压电控制器配合实现高精度闭环定位控制。,ok
653,Thorlabs,TBD001,https://www.thorlabs.com/thorproduct.cfm?partnumber=TBD001,T-Cube无刷直流电机控制器,单通道无刷直流伺服电机控制器；连续电流输出：2.0A；峰值电流：3.0A；工作电压：15V；闭环伺服控制带编码器反馈；USB接口；兼容APT和Kinesis软件；T-Cube紧凑型设计；前面板控制和LED显示,https://www.thorlabs.com/images/product/TBD001.jpg,T-Cube无刷直流电机控制器，专为Thorlabs无刷直流伺服电机设计（如DDR系列旋转台）。提供位置、速度和运动轨迹控制，支持编码器反馈的闭环伺服控制。,ok
654,Thorlabs,BBD103,https://www.thorlabs.com/thorproduct.cfm?partnumber=BBD103,APT台式3通道无刷直流电机控制器,3通道无刷直流伺服电机控制器；APT台式系列；用于Thorlabs无刷直流伺服电机平台和执行器；兼容APT和Kinesis软件；支持DDS系列直驱平台；精密运动控制,https://www.thorlabs.com/images/product/BBD103.jpg,APT台式3通道无刷直流电机控制器，可同时控制最多3个无刷直流伺服电机驱动的平台。广泛应用于光子学、光学研究和实验室精密定位应用。,ok
655,Thorlabs,PPC001,https://www.thorlabs.com/thorproduct.cfm?partnumber=PPC001,单通道压电控制器,单通道开环压电控制器；输出电压范围：0-150V；驱动电容性压电负载；USB接口；兼容Kinesis和APT软件；紧凑型台式单元；前面板控制；可调输出电压,https://www.thorlabs.com/images/product/PPC001.jpg,单通道压电控制器，用于驱动Thorlabs压电执行器和平台。开环操作模式，适用于精密定位、镜面对准、光纤对准和精密仪器应用。,ok
656,Thorlabs,MST601,https://www.thorlabs.com/thorproduct.cfm?partnumber=MST601,模块化机架步进电机控制器,单通道步进电机控制器；模块化机架单元；适配APT机架系统；USB接口；兼容APT和Kinesis软件；驱动Thorlabs步进电机执行器；支持位置和速度控制,https://www.thorlabs.com/images/product/MST601.jpg,模块化机架步进电机控制器，设计用于Thorlabs模块化控制器机架系统。允许用户在单个机架中组合多个步进电机和压电控制模块，适用于多轴定位系统。,ok
